ITEM_NAME,BRAND_NAME
TTD Cheese & Chutney Gift Set 518g,TASTE THE DIFFERENCE
JS Wensleydale & Cranberry Truckle 90g,SAINSBURYS
TTD Barbers Vintage Cheddar Truckle 200g,TASTE THE DIFFERENCE
TTD British Cheese Tower 1.02kg,TASTE THE DIFFERENCE
TTD British Cheese Selection 530g,TASTE THE DIFFERENCE
TTD Chilli & Cranberry Cheese Star 200g,SAINSBURYS
TTD Cave Aged Farmhouse Cheddar 600g,TASTE THE DIFFERENCE
TTD Camembert Wreath 485g,TASTE THE DIFFERENCE
TTD Plantbased Truffle Bake 150g,FREE FROM
TTD Festive Wensleydale Truckle 150g,SAINSBURYS
JS Smoky Red Leicester Truckle 90g,SAINSBURYS
TTD Stilton Jar 225g,SAINSBURYS
JS Cheeseboard Bites 450g,SAINSBURYS
TTD Garlic Cranberry Baking Brie 255g,TASTE THE DIFFERENCE
JS French Brie 470g,SAINSBURYS
JS Double Gloucester Truckle 90g,SAINSBURYS
JS WYCHWOOD CHESHIRE BLUE 250G,SAINSBURYS
JS RED LEICESTER & FESTIVE CHUTNEY 200G,SAINSBURYS
JS Festive Cheese Selection 400g,SAINSBURYS
JS Goats cheese 70g,SAINSBURYS
JS Novelty Cheese Shapes 204g,SAINSBURYS
TTD Cave Aged Mature Cheddar 400g,TASTE THE DIFFERENCE
JS Cheddar Oatcake & Relish Gift Pack,SAINSBURYS
JS Heritage Cheese Selection 1.1kg,SAINSBURYS
JS CHESHIRE WITH MANDARIN TRUCKLE 200G,SAINSBURYS
TTD Brie aux Truffles 280g,TASTE THE DIFFERENCE
TTD Festive Cheesemonger Selection 495g,TASTE THE DIFFERENCE
White Stilton Fruit Christmas Boot 250g,SAINSBURYS
JS WHISKEY & CHEDDAR MINI GIFT,SAINSBURYS
TTD Stilton Gift Pack 200g,SAINSBURYS
PLNTPNR WENSLEYDALE STYLE & CRANBRY 100G,PLANT PIONEERS
JS Wensleydale & Cranberry Truckle100g,SAINSBURYS
JS OAK SMOKED BRIE 400G,SAINSBURYS
TTD Goats Cheese Selection 100g,TASTE THE DIFFERENCE
TTD MINI BAKING CAMEBERTS 280G dummy,TASTE THE DIFFERENCE
PLANT PIONEERS SELECTION 280G,PLANT PIONEERS
TTD Fig & Port Baking Camembert 280g,TASTE THE DIFFERENCE
JS RED LEICESTER & ONION STAR 150G,SAINSBURYS
JS Cheddar Onion Truckle 100g,SAINSBURYS
JS Mini Port & Stilton Gift,SAINSBURYS
JS Mini Cornish Brie 70g,SAINSBURYS
TTD Cheese & Wine,TASTE THE DIFFERENCE
JS Red Wine & Cheese Gift,SAINSBURYS
JS Cheese Star 450g,SAINSBURYS
JS Ale & Cheese Gift,SAINSBURYS
Plant Pioneers Cheese Selection 400g,PLANT PIONEERS
JS Whole Baby Stilton 2kg,SAINSBURYS
JS Cider & Cheese Gift,SAINSBURYS
TTD BAKING CAMEMBERT 620G,TASTE THE DIFFERENCE
JS CHEDDAR & CHERRYBELL PEPPERS 200G,SAINSBURYS
TTD St Endellion Brie 460g,TASTE THE DIFFERENCE
JS Chilli Cheese lovers pack 560g,SAINSBURYS
TTD Cheese & Wine Gift Pack,TASTE THE DIFFERENCE
JS ROSE WINE & CHEESE GIFT PACK,SAINSBURYS
TTD Blue D'Affinois 180g,TASTE THE DIFFERENCE
TTD Fromager Excellence Triple Cream185g,TASTE THE DIFFERENCE
JS Double Gloucester & Chive Truckle 80g,SAINSBURYS
TTD Mini Dovedale 350g,TASTE THE DIFFERENCE
TTD Red Leicester Large truckle 400g,TASTE THE DIFFERENCE
JS TRUCKLES TRIPLE SELECTION PACK 300g,SAINSBURYS
JS smoky cheddar Truckle 100g,SAINSBURYS
TTD Cheeseboard Bites 450g,TASTE THE DIFFERENCE
JS CAMBOZOLA 400G,SAINSBURYS
TTD Barber Cruncher Cheddar Truckle 400g,TASTE THE DIFFERENCE
JS XMAS TREE CHEESE BITES 320G,SAINSBURYS
JS Port&Stilton Gift pack,SAINSBURYS
JS Christmas Cheese Board,SAINSBURYS
JS Farmhouse Cheddar Truckle 100g,SAINSBURYS
TTD Cheddar & Vodka Gift,TASTE THE DIFFERENCE
PLANT PIONEERS NO CHEESE BAKE 150G,PLANT PIONEERS
"JS Port, Stilton & Cheddar Gift Pack",SAINSBURYS
JS CHILLI CHEDDAR TRUCKLE 100g,SAINSBURYS
JS 3 Cheese Selection 270g,SAINSBURYS
TTD Christmas Cheese stack,TASTE THE DIFFERENCE
JS Regional Cheese Selection,SAINSBURYS
TTD Cheeseboard 466g,TASTE THE DIFFERENCE
WILLOW BASKET,SAINSBURYS
"JS Cheddar, Garlic & Herb Truckle 100g",SAINSBURYS
JS caramelised cheddar&onion mitten 250g,SAINSBURYS
TTD Brie De Meaux 650g,TASTE THE DIFFERENCE
JS FRENCH CAMEMBERT 350G,SAINSBURYS
TTD Blue Stilton Centrepiece 590g,TASTE THE DIFFERENCE
JS CHEDDAR & CARAMELISED ONION 400G,SAINSBURYS
JS CHEESE TOWER 450G,SAINSBURYS
JS Wensleydale & Apricot Truckle 100g,SAINSBURYS
JS Stilton Wedge 454g,SAINSBURYS
JS ORKNEY CHEDDAR TRUCKLE 400G,SAINSBURYS
TTD Fig & Port Baking Camembert 570G,TASTE THE DIFFERENCE
TTD Baking Cam Bberry&SlowGin 290g,TASTE THE DIFFERENCE
JS Snowy the Cheeseman 140g,SAINSBURYS
TTD Smoked Shropshire Red 205g,TASTE THE DIFFERENCE
JS santa cheese & tipple,SAINSBURYS
JS Cheddar Chilli & Honey Truckle 150g,SAINSBURYS
JS CREAMY BLUE STILTON JAR  250g,SAINSBURYS
JS CHRISTMAS CHEESE AND WINE TRAY,SAINSBURYS
TTD Gevrik 200g,TASTE THE DIFFERENCE
JS Iceberg Lettuce 200g,SAINSBURYS
JS House Salad Bowl 300g,SAINSBURYS
JS Wild Rocket 60g,SAINSBURYS
JS BGTY S/Salt & B/Pepper Croutons 100g,BE GOOD TO YOURSELF
JS Tom & Italian Cheese Salad Bowl 140g,SAINSBURYS
Sainsburys Little Gem 150g,SAINSBURYS
TTD Sweet Chilli Beetroot 200g,TASTE THE DIFFERENCE
JS Caesar Salad Kit 265g,SAINSBURYS
JS Tom & Italian Cheese Salad Bowl 140g,SAINSBURYS
JS Garlic & Herb Dressing 150ml,SAINSBURYS
JS Honey & Mustard Dressing 150ml,SAINSBURYS
JS Classic Salad Bowl 165g,SAINSBURYS
JS Beetroot In Malt Vinegar 300g,SAINSBURYS
JS Sweet & Crispy Salad Bowl 220g,SAINSBURYS
JS BGTY Caesar Salad Kit 265g,BE GOOD TO YOURSELF
JS Sweet Leaf Salad 250g,SAINSBURYS
TTD Orange and Cinnamon Beetroot 200g,TASTE THE DIFFERENCE
TTD Cocktail Beetroot 200g,TASTE THE DIFFERENCE
SO Organic Babyleaf & Rocket Salad 60g,SO ORGANICS
TTD Fig & Balsamic Beetroot 200g,TASTE THE DIFFERENCE
"JS Spinach, Watercress & Rocket 80g",SAINSBURYS
JS Caesar Dressing 150ml,SAINSBURYS
SO Organic Vacuum Packed Beetroot 250g,SO ORGANICS
SO Organic Watercress 80g,SO ORGANICS
JS Lambs Lettuce 60g,SAINSBURYS
JS Watercress 80g,SAINSBURYS
JS Mixed Leaf Salad 200g,SAINSBURYS
JS Vacuum Pack Beetroot 500g,SAINSBURYS
JS Italian Style Salad 180g,SAINSBURYS
JS Ranch Style Dressing 150ml,SAINSBURYS
JS Sea Salt & Black Pepper Croutons 100g,SAINSBURYS
JS Italian Style Salad 100g,SAINSBURYS
JS French Style Dressing 150ml,SAINSBURYS
JS Thai style rainbow ribbon bowl 140g,SAINSBURYS
JS Bistro Salad 150g,SAINSBURYS
JS Garlic & Herb Croutons 100g,SAINSBURYS
JS Coleslaw Kit 300g,SAINSBURYS
JS Green Salad with Croutons 165g,SAINSBURYS
JS Baby Leaf Salad 90g,SAINSBURYS
JS Baby Leaf Spinach 100g,SAINSBURYS
JS Butterhead Salad 80g,SAINSBURYS
JS Ginger Puree  40g,SAINSBURYS
JS Baby Leaf Watercress 110g,SAINSBURYS
SO Organic Spinach 100g,SO ORGANICS
JS MEDITERRANEAN SALAD BOWL 148g,SAINSBURYS
JS Sea Salt & Black Pepper Croutons 40g,SAINSBURYS
JS Vacuum Pack Beetroot 250g,SAINSBURYS
TTD Lebanese Style Salad Bowl 170g,TASTE THE DIFFERENCE
TTD POMODORINO TOM SIDE SLD BOWL 175G,TASTE THE DIFFERENCE
SO Organic Spinach 160g,SO ORGANICS
JS Twin Pack Wild Rocket 2x40g,SAINSBURYS
JS French Style Dressing 180ml,SAINSBURYS
JS SE SMOKY COLESLAW KIT 300g,SAINSBURYS
JS BGTY Caesar Dressing 150ml,BE GOOD TO YOURSELF
JS wild rocket 120g,SAINSBURYS
TTD AROMATIC SALAD WITH BABY BASIL 60G,TASTE THE DIFFERENCE
JS Greek Style Salad Bowl 182g,SAINSBURYS
Sainbury's Organic Four Leaf Salad  150g,SO ORGANICS
JS Beetroot Pouch 330g,SAINSBURYS
JS ITALIAN STYLE SALAD 160G,SAINSBURYS
JS FRESH CAESAR SALAD DRESSING 175ML,SAINSBURYS
"JS Watercress, Spinach & Rocket 170G",SAINSBURYS
JS Tomato & Mozzarella Salad Bowl 130g,SAINSBURYS
JS Avocado & Goats Cheese Salad Bwl 200g,SAINSBURYS
JS PEA SHOOTS 50G,SAINSBURYS
JS feta & squash salad bowl 150g,SAINSBURYS
JS Ranch Salad Kit 233g,SAINSBURYS
Sainsbury's Club Salad 200g,SAINSBURYS
JS Goats Cheese & Beetroot Salad 135g,SAINSBURYS
JS Pea Shoot & Babyleaf Salad 80g,SAINSBURYS
JS Samphire & Babyleaf Salad 75g,SAINSBURYS
JS Cocktail Beetroot 200g,SAINSBURYS
JS TTD SE PEA & MINT SALAD KIT 155g,TASTE THE DIFFERENCE
JS Garlic Puree 40g,SAINSBURYS
JS Superfood Salad 100g,SAINSBURYS
TTD Sweet Smokey Shredded Beetroot 200g,TASTE THE DIFFERENCE
JS Mixed Baby Kale 80g,SAINSBURYS
Sainsbury's Organic Herb Salad 100g,SO ORGANICS
JS ITALIAN STYLE SALAD 110G,SAINSBURYS
JS Sweet Chilli&Coriander Dressing 180ml,SAINSBURYS
JS Chard Duo 80g,SAINSBURYS
Js Wild Rocket 120g,SAINSBURYS
JS Greek Salad Bowl 135g,SAINSBURYS
BY JS Bramble Bistro Salad Kit 180g,SAINSBURYS
TTD GOLDEN BEETROOT 180G,TASTE THE DIFFERENCE
JS WILD ROCKET LEAVES 70G,SAINSBURYS
JS BGTY Mango & Chilli Dressing 180ml,BE GOOD TO YOURSELF
JS Balsamic and Olive Oil Dressing 150ml,SAINSBURYS
JS Sweet Chilli Beetroot 200g,SAINSBURYS
JS Mediterranean Style Salad Bowl 168g,SAINSBURYS
JS Watercress Twin Pack 2x 40g,SAINSBURYS
JS LARGE COSMOPOLITAN SALAD 200G,SAINSBURYS
JS Sweet & Crispy Salad 175g,SAINSBURYS
JS Green Goodness Salad 175g,SAINSBURYS
JS ICEBERG LETTUCE 270G,SAINSBURYS
JS Caesar Dressing 180ml,SAINSBURYS
Js Cosmopolitan Salad 70g,SAINSBURYS
TTD Vietnamese Style Salad Bowl 250g,TASTE THE DIFFERENCE
Js Greek Style Salad Bowl 220g,SAINSBURYS
JS Mediterranean style salad bowl 140g,SAINSBURYS
JS BGTY French Style Dressing 180ml,BE GOOD TO YOURSELF
JS Basil Puree 40g,SAINSBURYS
Js Honey & Mustard Dressing 180ml,SAINSBURYS
JS Cheese & Onion Croutons 100g,SAINSBURYS
JS SE BBQ RANCH SALAD KIT 224g,SAINSBURYS
JS EVERYDAY CLASSIC SALAD BOWL 335G,SAINSBURYS
JS WATERCRESS SPINACH ROCKET SALAD 100G,SAINSBURYS
TTD Moroccan Style Salad Bowl 170g,TASTE THE DIFFERENCE
Js Caesar Salad Bowl 180g,SAINSBURYS
JS Cheese & Onion Croutons 100g,SAINSBURYS
JS Butterhead salad 120g,SAINSBURYS
JS Coriander Puree 40g,SAINSBURYS
JS TTD Powerful & Punchy Salad 80g,TASTE THE DIFFERENCE
TTD Pomodorino Tom & Pepper Salad 191g,TASTE THE DIFFERENCE
JS BGTY Caesar Dressing 180ml,BE GOOD TO YOURSELF
JS WATERCRESS LEAVES 75G,SAINSBURYS
JS mozzarella & flower blossom bowl 130g,SAINSBURYS
JS ITALIAN STYLE SALAD 100G,SAINSBURYS
Js House Salad Bowl 400g,SAINSBURYS
JS Rainbow Rocket Salad 300g,SAINSBURYS
Js Pea Shoots 60g,SAINSBURYS
TTD SE Babyleaf and Samphire Salad 75g,TASTE THE DIFFERENCE
"JS Coconut, Chilli & Lime Dressing 150ml",SAINSBURYS
JS Alfresco Salad 200g,SAINSBURYS
Sainsbury's Italian Pasta Salad 210g,SAINSBURYS
SO Organic House Salad Bowl 110g,SO ORGANICS
JS Simple Salad Bowl 125g,SAINSBURYS
JS SE Sriracha Dressing 150ml,SAINSBURYS
JS Italian Style Balsamic Dressing 180ml,SAINSBURYS
Ttd Zesty Mixed Leaf Salad Kit 110g,TASTE THE DIFFERENCE
JS SE PLOUGHMANS BOWL 280g,SAINSBURYS
JS Smoky BBQ Shredded Beetroot 180g,SAINSBURYS
JS Prawn Cocktail Salad 310g,SAINSBURYS
JS Garden Salad Bowl 110g,SAINSBURYS
JS Asian Salad Kit 225g,SAINSBURYS
JS Samphire & Babyleaf Salad 75g,SAINSBURYS
JS Lemongrass Puree 40g,SAINSBURYS
JS Simple Babyleaf Salad 90g,SAINSBURYS
JS hot smoked salmon salad bowl 200g,SAINSBURYS
JS Lemon & Basil Dressing 150ml,SAINSBURYS
TTD Greek salad Bowl 165g,TASTE THE DIFFERENCE
JS Harissa & Seed Salad Bowl 105g,SAINSBURYS
JS Bistro Salad 120g,SAINSBURYS
JS Italian Style Ciabatta Croutons 100g,SAINSBURYS
TTD Tomato & Mozzarella Salad Bowl 160g,TASTE THE DIFFERENCE
Sainsbury's Chicken Caesar Salad 200g,SAINSBURYS
Js Tomato & Mozarella Salad Bowl 220g,SAINSBURYS
JS COSMOPOLITAN SALAD 80G,SAINSBURYS
Js Italian Style Salad 80g,SAINSBURYS
SO Organic wild rocket 60g,SO ORGANICS
JS Mixed Leaf & Mozzarella Salad 170g,SAINSBURYS
Sainsbury's Romaine 150g,SAINSBURYS
Js Mixed Leaf Salad 90g,SAINSBURYS
JS Sweet & Crunchy Large Bowl 340g,SAINSBURYS
TTD PEA LEAF SALAD WITH BABY MINT 80G,TASTE THE DIFFERENCE
JS Honey & Mustard Chicken Salad 300g,SAINSBURYS
JS French Style Salad 100g,SAINSBURYS
JS Chilli Puree 40g,SAINSBURYS
TTD Sweet Piquillo Pepper Salad Bowl 150,TASTE THE DIFFERENCE
JS Crunchy Slaw Bowl 175g,SAINSBURYS
JS Italian Style Salad Bowl 130g,SAINSBURYS
BY JS Sweet Babyleaf Salad Kit 168g,SAINSBURYS
JS PEA SHOOTS 80g,SAINSBURYS
JS Shredded Iceberg 130g,SAINSBURYS
TTD Free Range Golden Yolk Eggs x12,TASTE THE DIFFERENCE
TTD Free Range Eden Maran Brown Eggs x6,TASTE THE DIFFERENCE
SO Organic Mixed Eggs x12,SO ORGANICS
TTD Free Range Golden Yolked Eggs X6,TASTE THE DIFFERENCE
JS NI Free Range Large Eggs x12,SAINSBURYS
JS Free Range Medium Eggs X12,SAINSBURYS
TTD Free Range White Golden Yolk Egg X6,TASTE THE DIFFERENCE
Js Free Range Large Eggs x6,SAINSBURYS
TTD Blue Free Range Eggs x6,TASTE THE DIFFERENCE
Js Free Range Medium Eggs x6,SAINSBURYS
JS Free Range V Large Eggs X6,SAINSBURYS
Stamford Street FR Mixed Weight Eggs x10,STAMFORD STREET
JS Free Range Eggs medium x 15,SAINSBURYS
SO Organic Medium  Eggs x6,SO ORGANICS
JS Free Range Large Eggs X12,SAINSBURYS
SO Organic Very large egg x6,SO ORGANICS
SO Organic Large Eggs x6,SO ORGANICS
JS DOUBLE YOLK EGGS LARGE X6,SAINSBURYS
JS Basics Eggs X18 (Barn),EPP
JS WOODLAND FREE RANGE EGGS MEDIUM X18,SAINSBURYS
JS BARN EGGS LRG X6 (NORTHERN IRELAND),SAINSBURYS
JS MED FREE RANGE EGGS X12 NTHRN IRELAND,SAINSBURYS
JS MEDIUM BARN EGGSX6 (NORTHERN IRELAND),SAINSBURYS
JS FR Mixed Weight eggs x15,SAINSBURYS
JS Free Range Medium Eggs X12,SAINSBURYS
JS MED FREE RANGE EGGSX6 NRTHERN IRELAND,SAINSBURYS
JS FRESH EGGS VERY LARGE X6,SAINSBURYS
JS XTRA LRG FRESH EGGSX6 NRTHERN IRELAND,SAINSBURYS
JS FRESH EGGS MEDIUM X6,SAINSBURYS
JS LOW PRICE EGGS X 6 (NORTHERN-IRELAND),EPP
JS BASICS BARN EGGS X15,EPP
JS Free Range Large Eggs X12 Shipper,SAINSBURYS
SO Organic Very large egg x6,SO ORGANICS
JS MEDIUM FRESH EGGS X6 NORTHERN IRELAND,SAINSBURYS
JS FR Mixed Weight eggs x20,SAINSBURYS
JS FRESH EGGS  LARGE X6,SAINSBURYS
JS LARGE FRESH EGGS X12 NORTHERN IRELAND,SAINSBURYS
JS Basics Eggs x6 (Barn),EPP
JS LOW PRICE EGGS X12 (NORTHERN-IRELAND),STAMFORD STREET
Js Ni free range mix weight x6,SAINSBURYS
JS LRG FREE RANGE EGGS X12 NTHRN IRELAND,SAINSBURYS
JS NI Free Range Large Eggs x6,SAINSBURYS
JS LARGE FREE RANGE EGGSX6 NTHRN IRELAND,SAINSBURYS
JS LARGE FRESH EGGS X6 NORTHERN-IRELAND,SAINSBURYS
JS XTRA LRG FREE RNG EGGSX6 NTHRN IRELND,SAINSBURYS
JS MW Super Eggs x6,SAINSBURYS
JS BARN EGGS VLARGE X6 (NRTHERN IRELAND),SAINSBURYS
JS Basics x 15 egg (Barns),EPP
JS BASICS BARN EGGS X6,EPP
JS NI FR Very Large Eggs x6,SAINSBURYS
Js Basics Mixed Eggs x6,EPP
JS BARN EGGS LRG X12 (NORTHERN IRELAND),SAINSBURYS
JS NI Free Range Med Eggs x6,SAINSBURYS
JS Free Range Mix weight x6,SAINSBURYS
JS FRESH EGGS LARGE X12,SAINSBURYS
JS NI Free Range Med Eggs x12,SAINSBURYS
Js FR Medium Eggs X15 for x12,SAINSBURYS
JS MEDIUM BARN EGGS X12,SAINSBURYS
deep filled pork & apple sausage roll,SAINSBURYS
Jumbo sausage roll 145g,SAINSBURYS
JS Cocktail of mixed olives,SAINSBURYS
Walkers Cranberry Topped Pork Pie 440g,BRANDED
Mini Melton Mowbray pork pie,SAINSBURYS
Mixed olives with Greek feta,SAINSBURYS
Higgidy Butternut Squash Parcel 90g,BRANDED
Henry Walker lattice pork pie,SAINSBURYS
Pork&sweet onion chutney sausage roll,SAINSBURYS
jellied eels,SAINSBURYS
"Chicken, ham and leek pie",SAINSBURYS
TtD Stilton & Apricot Pork Pie 459g,TASTE THE DIFFERENCE
Cheddar & Caramelised Onion Veggie Roll,SAINSBURYS
Higgidy Melton Mowbray Pork Pie 140g,BRANDED
JS Pork & Cranberry with Gin Roll 160g,SAINSBURYS
Handcrafted Steak & Ale Pie 210g,SAINSBURYS
JS seafood salad,SAINSBURYS
Higgidy Cheddar & Tomato Quiche 155g,BRANDED
"Higgidy F. Chicken, Ham & Leek Pie 1200g",BRANDED
Higgidy Spinach& Red Pepper Quiche 1000g,BRANDED
Higgidy Spicy Pepper Frittata 150g,BRANDED
Higgidy Roasted Med Veg Quiche 1000g,BRANDED
"Mature Cheddar, onion and pickle quiche",SAINSBURYS
JS Scotch egg,SAINSBURYS
Salmon & Broccoli Quiche,SAINSBURYS
JS Cranberry Chutney topped pie,SAINSBURYS
Higgidy Quiche Lorraine 1kg,BRANDED
Higgidy Roasted Med Veg Quiche 125g,BRANDED
Spicy Cheese & Pepper Tortilla,SAINSBURYS
Chargrilled Sweetcorn Dip 160g,SAINSBURYS
Walkers cranberry topped pork pie,SAINSBURYS
"Spinach,feta&roasted red pepper tartlet",SAINSBURYS
Dressed Kalamata olives,SAINSBURYS
Queen green olives with pepper & chilli,SAINSBURYS
Higgidy Ham Hock & Mustard Quiche 1000g,BRANDED
Smoky Bacon and Cheddar Tartlet,SAINSBURYS
Higgidy Miso Mushroom Parcel 90g,BRANDED
Higgidy Cheese & Chive Slice,SAINSBURYS
Queen green olives stuffed with garlic,SAINSBURYS
JS Deli Jumbo sausage roll,SAINSBURYS
Christmas pie decorations,SAINSBURYS
JS Spanish hojiblanca black olives,SAINSBURYS
Ricotta Stuffed Rainbow cherry pepp145g,SAINSBURYS
Chilli & Coriander Prawns,SAINSBURYS
Higgidy Ind. Chicken Ham Pie 180g,BRANDED
Queen Green Olives with Paprika 750g,SAINSBURYS
Pea & Ricotta quiche 155g,SAINSBURYS
Js Pork & Apricot Roll 160g,SAINSBURYS
Queen green olives with herbs,SAINSBURYS
Higgidy Chestnut & Mushroom V Roll 130g,BRANDED
Mulled Plum Chutney Topped Pork Pie 150g,SAINSBURYS
Nocellara olives,SAINSBURYS
Cranberry Topped Cutting Pork Pie,SAINSBURYS
Salt & Pepper calamari 100g,SAINSBURYS
"Chicken, Bacon & Cranberry Stuffing Pie",SAINSBURYS
Higgidy Abergaveny Goats Cheese Tart 1kg,BRANDED
Higgidy Large Fluted Pork Pie 440g,BRANDED
Sweet Chilli Salmon Bites,SAINSBURYS
Melton Mowbray pork pie,SAINSBURYS
"Higgidy Cheese, Pickle and Pork Pie 140g",BRANDED
Spanish Olive Mix 750g,SAINSBURYS
Cranberry Topped Pork Pie,SAINSBURYS
Higgidy Brie and chutney Quiche 155g,BRANDED
Mixed antipasti,SAINSBURYS
"Hand layered pork, chicken and ham pie.",SAINSBURYS
Handcrafted Pork Sausage Roll 140g,SAINSBURYS
Quiche Lorraine,SAINSBURYS
Cornish pasty,SAINSBURYS
Walkers Cranberry Topped Pork Pie,BRANDED
MA Test,SAINSBURYS
Mediterranean Salad 750g,SAINSBURYS
Higgidy Pork & Mustard Sausage Roll 130g,BRANDED
Premium scotch egg,SAINSBURYS
Mozzarella Pearls & Basil Pesto 160g,SAINSBURYS
Higgidy Sweet Potato Parcel 90g,BRANDED
"Higgidy Spinch, Feta &Pepper Quiche 125g",BRANDED
"JS Pork, Sage & Onion P/Pie 65g",SAINSBURYS
JS Manzanilla stuffedpimento w garl&pars,SAINSBURYS
"Higgidy Cheddar,onion pickle Quiche 125g",BRANDED
JS Sunblush  tomatoes,SAINSBURYS
JS turkeybacon and fruit stffng pie 228g,SAINSBURYS
Bramley apple pork pie,SAINSBURYS
Higgidy Pork and Sage Sausage Roll 130g,BRANDED
Js Dept 113 Sampling Commodity,SAINSBURYS
Js Crmlisd Red Onion Chtny Tppd Pie 150g,SAINSBURYS
Higgidy Cauliflower and Cheese Pie,BRANDED
"Pork, pickle and cheese mini pork pies",SAINSBURYS
Ricotta stuffed cherry peppers,SAINSBURYS
Marinated anchovies,SAINSBURYS
Pork and egg gala pie,SAINSBURYS
JS Chilli peppers stufd with soft cheese,SAINSBURYS
Walkers Cranberry topped Pie,BRANDED
JS pancetta and gruyere tartlet,SAINSBURYS
Smoked Mackerel Fillets,SAINSBURYS
Handcrafted Chicken & Ham Hock Pie 210g,SAINSBURYS
Sunsoaked tomatoes,SAINSBURYS
JS Tomato & Cheddar Tartlet 160g,SAINSBURYS
JS goat's cheese & tomato tartlet,SAINSBURYS
Higgidy Spicy Cherrybell & Feta Tortilla,SAINSBURYS
JS Spanish Manzanilla green olives,SAINSBURYS
Higgidy Salmon & Broccoli Quiche 155g,BRANDED
"Spinach, Ricotta & Pepper Quiche",SAINSBURYS
Higgidy Parsnip & Chestnut Tart 1000g,BRANDED
Handcrafted Hog Roast Sausage Roll 145g,SAINSBURYS
JS pork&slow roast tomato sausage roll,SAINSBURYS
DO NOT USESeasonal Dessert  6,SAINSBURYS
DO NOT USE Magnum Classic 110ml,BRANDED
DO NOT USE DISP - Sticky Toffee Pudding,FOOD SERVICE ORDERED ONLY
Sticky Toffee Muffin,SAINSBURYS
DO NOT USE Low Fat Yogurt,SAINSBURYS
Carrot Triple Layer Cake,SAINSBURYS
DO NOT USESeasonal Dessert 2,SAINSBURYS
DO NOT USEExtra Scoop Ice Cream,SAINSBURYS
DO NOT USE Sltd Carml Honeycmb Scoop,FOOD SERVICE ORDERED ONLY
DO NOT USEExtra Scoop Ice Creamq,TASTE THE DIFFERENCE
DO NOT USEBXS Buttrnut Squash & Chili,SAINSBURYS
DO NOT USEBramley Apple Crumble Disposal,FOOD SERVICE ORDERED ONLY
TTD Choc Orange Cross Bun with Butter,TASTE THE DIFFERENCE
CAFE CHOCOLATE TOPPED ÉCLAIR,SAINSBURYS
Millionaire Square,SAINSBURYS
DO NOT USEApple Crumble(custard not inc),SAINSBURYS
Cafe Raspberry Brownie,SAINSBURYS
DO NOT USE Cadbury Flake 125ml,BRANDED
Cream Tea with Coffee,SAINSBURYS
DO NOT USE Yoghurt 2,SAINSBURYS
Cream tea - Large Coffee Upgrade,SAINSBURYS
DO NOT USE Single Ice cream portion,SAINSBURYS
PTS SB Cream Tea with Tea,SAINSBURYS
DO NOT USE Single portion Crumble Mix,FOOD SERVICE ORDERED ONLY
DO NOT USE Cheesecake with Compote,SAINSBURYS
Gingerbread & White Choc Cookie,SAINSBURYS
Cafe Chocolate Orange Nest Cake,SAINSBURYS
DO NOT USEFruit Pot 3,SAINSBURYS
S'mores Cupcake,TASTE THE DIFFERENCE
DO NOT USEYoghurt & Granola Pot,SAINSBURYS
DO NOT USE Sltd Carml Latte Scoop,FOOD SERVICE ORDERED ONLY
